image_id,width,height,xmin,ymin,xmax,ymax,label
09_091_09011002_161103554724921_1,3024,4032,448,1414,2446,2983,갈치조림
04_042_04012008_160578023841939_1,3024,3024,260,722,2688,2024,시레기된장국
10_102_10012002_160716745131885_1,3024,4032,758,1716,2566,2479,치킨
04_042_04012008_160740233675845_0,960,960,314,315,749,757,시레기된장국
02_021_02011034_160847244598986_1,3815,2630,810,528,2884,1883,크림파스타
06_062_06012004_160791595989748_0,3024,4032,947,855,2576,2565,떡갈비
01_014_01014001_160716554841960_0,2268,2571,177,413,1964,2177,김치볶음밥
08_084_08014001_160594870750895_0,3024,3024,250,560,2698,2494,떡볶이
10_102_10012003_160698550875943_0,3024,4032,516,1205,2703,3278,돈까스
08_084_08014001_160519607913496_1,3000,3000,318,681,2622,2659,떡볶이
10_102_10012003_160549994354612_0,720,960,60,112,653,750,돈까스
01_014_01014001_160709231122026_1,3000,4000,146,183,2904,2624,김치볶음밥
06_062_06012004_160939720511632_0,720,960,157,226,618,687,떡갈비
02_021_02011034_160731402990036_1,3024,4032,0,915,3015,2269,크림파스타
01_014_01014001_160714615723468_0,3456,4608,468,1000,2850,3568,김치볶음밥
02_021_02011027_160319374613659_0,3024,4032,463,1051,2581,3091,짜장면
06_062_06012004_160898664287253_0,2268,4032,408,1314,2089,3044,떡갈비
06_062_06012004_160828347113243_0,960,720,329,218,745,522,떡갈비
06_062_06012004_160836964281568_1,960,720,309,137,770,428,떡갈비
09_091_09011002_160905613862551_0,3024,4032,1036,1487,2106,2427,갈치조림
02_021_02011027_160785693093656_0,2045,1873,316,297,1911,1622,짜장면
01_014_01014001_160631499552473_1,1595,1224,337,357,1170,964,김치볶음밥
04_042_04012008_161027760730904_0,3024,4032,545,1081,2330,2887,시레기된장국
02_021_02011034_160527880017531_0,2660,3160,483,819,1976,2363,크림파스타
02_021_02011034_160534336112005_1,4032,3024,465,391,3444,2589,크림파스타
01_014_01014005_161055502878766_1,4032,3024,956,816,3228,2512,비빔밥
08_084_08014001_160377193993929_0,1340,1248,228,264,1077,1090,떡볶이
10_102_10012002_160631368746033_0,2988,5312,445,1040,2553,4459,치킨
04_042_04012008_160940907914091_1,3213,2585,594,620,2576,1908,시레기된장국
04_042_04012008_160536705184873_0,2268,4032,110,981,2023,2894,시레기된장국
08_084_08014001_160470517935643_0,4608,3456,1297,714,3573,2901,떡볶이
01_014_01014005_161072632174277_0,2560,1440,783,272,1707,1203,비빔밥
04_042_04012008_161046834393093_0,3024,3024,664,697,2259,2337,시레기된장국
02_021_02011027_160846052437300_0,4032,3024,646,225,2846,2508,짜장면
10_102_10012002_160769780621252_1,3456,3456,521,457,2971,2786,치킨
04_042_04012008_161046819536731_1,3024,3024,240,984,2688,2681,시레기된장국
01_012_01012001_160310010747378_0,3024,4032,9,640,2799,3801,잡곡밥
01_014_01014001_160455337322937_0,3024,4032,516,917,2593,3100,김치볶음밥
02_021_02011034_160785447799551_1,3024,3024,371,656,2749,2171,크림파스타
02_021_02011034_160377143838161_0,3250,2988,1367,601,2758,2566,크림파스타
01_011_01011001_160414564982599_1,960,720,132,65,787,536,쌀밥
02_021_02011034_160964727974756_0,3024,4032,334,855,2475,2942,크림파스타
09_091_09011002_160888611197220_1,4032,3024,535,472,3265,2110,갈치조림
02_021_02011027_160870166814524_0,4160,3120,544,330,3114,2839,짜장면
10_102_10012002_160772925410321_1,3589,2692,617,665,2934,1970,치킨
01_014_01014005_161063295025740_1,3024,4032,611,903,2494,2428,비빔밥
06_062_06012004_160664571158312_1,540,960,112,401,417,591,떡갈비
10_102_10012003_160378985254697_1,4032,3024,1239,853,3147,2277,돈까스
09_091_09011002_161027203925121_1,4032,3024,933,343,3054,2265,갈치조림
08_084_08014001_160431534443494_1,4032,1960,1075,321,3138,1348,떡볶이
01_012_01012001_160501957311969_1,2568,1817,77,61,2558,1623,잡곡밥
01_012_01012001_160393568460414_0,4032,3024,1058,592,3035,2734,잡곡밥
01_011_01011001_160325000944097_1,3024,4032,246,1095,2607,2425,쌀밥
02_021_02011027_160604497346120_0,3068,2997,358,455,2505,2617,짜장면
06_062_06012004_160575780041973_1,3024,3024,480,787,2460,2299,떡갈비
10_102_10012002_160769659486071_1,3456,3456,680,829,2514,2359,치킨
04_042_04012008_160344335937090_0,2260,2472,332,432,1915,2023,시레기된장국
10_102_10012003_160734599463488_0,1908,4032,281,848,1674,3143,돈까스
10_102_10012003_160586962550561_0,4248,5664,1255,2148,3083,3966,돈까스
04_042_04012008_160482551536637_0,720,960,66,211,655,783,시레기된장국
09_091_09011002_161132057096526_1,4032,3024,908,354,3107,2169,갈치조림
10_102_10012003_160690968318852_0,2268,2529,518,268,2057,1512,돈까스
02_021_02011027_160843547027295_0,3120,4160,483,1060,2604,3246,짜장면
09_091_09011002_161007306647539_1,960,720,220,143,595,422,갈치조림
06_062_06012004_160819764571045_1,3024,4032,602,875,2479,2439,떡갈비
01_011_01011001_160377031848114_0,4032,3024,582,106,3495,2924,쌀밥
01_012_01012001_160327471053790_0,3024,3024,227,293,2531,2661,잡곡밥
02_021_02011034_160636239191343_0,3024,3024,1395,1054,2494,2131,크림파스타
01_014_01014005_161068094442039_1,3024,4032,595,420,2515,3655,비빔밥
08_084_08014001_160328133522376_0,3024,4032,614,1075,2617,3066,떡볶이
01_011_01011001_160432478115063_0,3024,3024,229,424,2840,2382,쌀밥
02_021_02011034_160689893630067_0,960,960,218,245,736,791,크림파스타
04_042_04012008_160275946326079,2874,2837,433,436,2394,2420,시레기된장국
02_021_02011027_160878790465151_0,4032,1960,864,99,2924,1960,짜장면
01_012_01012001_160524653974057_1,960,720,177,118,759,380,잡곡밥
10_102_10012003_160673522940132_0,1920,2560,122,748,1643,2158,돈까스
10_102_10012002_160565299461607_0,3024,4032,270,841,2806,3236,치킨
02_021_02011027_160353907968125_0,4032,3024,828,368,3428,2834,짜장면
01_014_01014005_161060780555488_1,3024,4032,132,1472,2572,3236,비빔밥
02_021_02011034_160466640746622_1,4032,3024,7,134,4019,3013,크림파스타
10_102_10012003_160579366247571_0,3024,4032,808,1500,2337,3093,돈까스
01_014_01014001_160689138564642_0,3088,3088,520,566,2524,2565,김치볶음밥
01_014_01014005_161068675838937_0,4032,3024,902,463,2717,2322,비빔밥
01_014_01014001_160388248073303_1,3024,4032,424,676,2472,3221,김치볶음밥
01_011_01011001_160449763432570_1,3024,4032,0,798,2911,3028,쌀밥
06_062_06012004_160782830969571_0,720,960,165,360,495,756,떡갈비
01_012_01012001_160490337616962_0,3456,4608,824,596,3456,4337,잡곡밥
02_021_02011034_160548860359248_1,3024,3024,48,348,2708,2479,크림파스타
10_102_10012002_160733949065512_0,3024,3024,733,336,2461,2149,치킨
02_021_02011034_160534336112005_0,4032,3024,895,469,3255,2779,크림파스타
01_011_01011001_160421609819816_1,4032,2268,442,143,3637,2021,쌀밥
01_011_01011001_160275559298959,4032,3024,766,382,3124,2337,쌀밥
02_021_02011027_160926035763742_1,720,960,133,423,597,709,짜장면
10_102_10012002_160324049787163_0,720,960,133,264,581,724,치킨
01_012_01012001_160476162975133_1,1960,4032,0,1273,1960,2695,잡곡밥
09_091_09011002_161175359638377_1,3024,3024,753,540,2338,1869,갈치조림
01_011_01011001_160415653317871_1,3024,3024,424,331,2600,2021,쌀밥
01_014_01014001_160618705154696_0,3024,3024,552,608,2739,2544,김치볶음밥
10_102_10012002_160648962928343_1,512,384,65,65,456,294,치킨
08_084_08014001_160557590490120_1,960,720,11,36,948,515,떡볶이
09_091_09011002_161131285668325_0,3088,3088,568,464,2526,2184,갈치조림
02_021_02011027_160967919345363_0,3024,3024,416,323,2739,2620,짜장면
02_021_02011034_160964727974756_1,3024,4032,327,761,2616,2605,크림파스타
10_102_10012002_160708861545140_0,4032,3024,1525,0,4032,3024,치킨
01_012_01012001_160559008190699_0,1076,1152,45,47,1040,1044,잡곡밥
09_091_09011002_161156836795442_1,4032,3024,808,920,3425,2063,갈치조림
10_102_10012002_160566452655549_0,720,960,18,198,710,797,치킨
01_012_01012001_160368989556745_1,4248,5664,285,2644,3545,3752,잡곡밥
01_012_01012001_160545575510959_0,3492,4656,1042,1332,3108,3183,잡곡밥
09_091_09011002_161148693313272_1,720,960,53,242,604,705,갈치조림
08_084_08014001_160549116224168_1,3984,2988,480,475,3281,2115,떡볶이
08_084_08014001_160626852724590_1,2880,2160,400,430,2461,1829,떡볶이
09_091_09011002_161132067037083_1,4032,3024,986,560,3343,1808,갈치조림
08_084_08014001_160533016459409_1,4032,3024,588,307,3433,2293,떡볶이
09_091_09011002_161175359417848_0,3024,4032,657,1366,2292,3090,갈치조림
06_062_06012004_160786918475853_0,1998,1758,610,396,1495,1278,떡갈비
02_021_02011034_160689427357924_1,3024,3024,273,415,2656,2224,크림파스타
10_102_10012002_160639034652378_0,4032,3024,643,407,3310,2338,치킨
01_014_01014005_160484599671764_0,1666,1666,52,160,1522,1506,비빔밥
01_014_01014001_160342884511622_1,4032,3024,360,5,3914,2640,김치볶음밥
10_102_10012003_160755955465634_1,3024,4032,341,727,2475,2100,돈까스
01_014_01014005_161077420329527_1,4032,3024,1185,697,3086,2045,비빔밥
01_014_01014001_160628205457673_0,3024,3024,670,831,2427,2488,김치볶음밥
02_021_02011034_160976209522186_1,720,960,98,335,641,662,크림파스타
01_014_01014005_161077546817211_1,4032,3024,1045,592,3269,2363,비빔밥
08_084_08014001_160498033631165_0,3024,4032,785,1233,2374,2807,떡볶이
04_042_04012008_161046832110537_1,3024,3024,482,727,2486,2196,시레기된장국
01_012_01012001_160526179810120_1,3024,3024,117,586,2924,2321,잡곡밥
02_021_02011027_160656431240192_0,720,961,109,239,591,718,짜장면
10_102_10012003_160731178772137_0,3024,3024,285,247,2491,2666,돈까스
04_042_04012008_160679453159161_0,4032,3024,588,391,2836,2673,시레기된장국
01_011_01011001_160318612869998_1,4032,2268,528,395,3152,2064,쌀밥
01_014_01014001_160691137180066_0,2968,2547,514,346,2324,2030,김치볶음밥
06_062_06012004_160932701172866_0,2448,3264,291,973,2324,2539,떡갈비
02_021_02011034_160851747256862_0,3024,3024,819,901,2508,2305,크림파스타
01_014_01014001_160722588943112_0,3024,3024,797,523,2461,2155,김치볶음밥
01_014_01014001_160333492440310_1,4160,3120,848,436,3469,2773,김치볶음밥
10_102_10012003_160505333826183_1,3024,3024,0,348,2890,2029,돈까스
01_011_01011001_160343896393691_0,2880,2160,613,27,2598,1897,쌀밥
04_042_04012008_160483881227806_0,3120,4160,479,1189,2197,2863,시레기된장국
06_062_06012004_160464896048558_0,2403,3204,241,446,1693,2272,떡갈비
09_091_09011002_161165260054290_1,3024,3024,569,288,2542,1984,갈치조림
10_102_10012003_160291876574400_0,3024,4032,526,1248,2371,2614,돈까스
06_062_06012004_160845536395707_0,4032,3024,576,997,3275,2304,떡갈비
10_102_10012003_160585648443127_0,2268,4032,82,1223,1184,2596,돈까스
08_084_08014001_160634563613095_1,3024,3024,419,651,2653,2299,떡볶이
01_011_01011001_160328417755749_0,4624,3468,440,287,3333,3211,쌀밥
02_021_02011034_160778217331433_1,4032,3024,320,278,3551,2716,크림파스타
10_102_10012003_160505230688038_1,3456,4608,483,1292,2830,2841,돈까스
01_014_01014005_161061645141456_1,3024,4032,801,1259,2124,1856,비빔밥
06_062_06012004_160765468616999_0,3024,3024,776,636,2360,2182,떡갈비
10_102_10012002_160648317917868_1,4160,3120,1210,21,3830,2375,치킨
09_091_09011002_161175357042530_0,4032,3024,1230,637,2910,2376,갈치조림
01_014_01014005_161062347780214_1,3024,4032,353,1054,2712,3129,비빔밥
01_011_01011001_160282454997350,3024,4032,566,853,2493,2873,쌀밥
10_102_10012002_160755169485835_1,3024,4032,166,518,2858,3110,치킨
02_021_02011034_160913241027911_1,4032,3024,814,772,3152,2252,크림파스타
01_014_01014005_161061997954578_1,3492,3492,649,1049,2588,2508,비빔밥
09_091_09011002_161006760080625_0,960,720,272,172,562,517,갈치조림
09_091_09011002_160774748662560_0,3024,4032,226,553,2738,3059,갈치조림
09_091_09011002_161132113154366_1,4032,3024,557,239,3490,2368,갈치조림
10_102_10012003_160729793866515_0,3024,3024,664,783,2360,2196,돈까스
02_021_02011034_160514900999334_0,3024,4032,240,927,2715,3407,크림파스타
04_042_04012008_160993153194612_0,3024,3024,432,505,2522,2560,시레기된장국
06_062_06012004_160949844388784_1,960,960,245,234,690,645,떡갈비
04_042_04012008_160673105435762_1,1960,1584,102,206,1924,1145,시레기된장국
02_021_02011034_160396199330493_0,3780,2881,594,391,3069,2332,크림파스타
09_091_09011002_161007301022553_0,960,720,359,236,646,576,갈치조림
01_011_01011001_160358605378065_1,4032,3024,277,272,3765,2048,쌀밥
02_021_02011034_160834966719333_1,5664,4248,840,311,5042,2879,크림파스타
01_014_01014001_160561822613604_1,4248,5664,755,1839,3671,3407,김치볶음밥
02_021_02011034_160942780379321_1,5312,2988,1171,680,4235,2409,크림파스타
09_091_09011002_161156796114066_0,4032,3024,1036,535,2905,2427,갈치조림
01_014_01014005_161060518295893_0,3024,4032,644,1066,2429,2990,비빔밥
10_102_10012003_160508777675598_0,2248,2834,608,490,1915,1871,돈까스
01_011_01011001_160299284956196_1,3024,4032,232,932,2678,2809,쌀밥
01_012_01012001_160537838625184_1,4656,2328,906,527,3058,2059,잡곡밥
04_042_04012008_160483903388655_1,4160,3120,1034,1071,3013,2160,시레기된장국
01_011_01011001_160385564497774_1,4032,3024,1065,668,2951,2446,쌀밥
06_062_06012004_160845548480278_1,4032,3024,784,768,2843,1744,떡갈비
09_091_09011002_161053091394278_1,3024,4032,621,590,2905,3415,갈치조림
10_102_10012003_160690935265064_1,3592,2013,525,208,2830,1614,돈까스
08_084_08014001_160602550112490_0,3024,3024,264,309,2589,2555,떡볶이
01_014_01014001_160729832440759_1,4032,3024,251,379,3861,2523,김치볶음밥
01_014_01014005_160972184387418_0,3024,4032,334,994,2701,3156,비빔밥
09_091_09011002_160906507250032_0,3000,4000,725,1117,2497,2846,갈치조림
02_021_02011034_160955985518504_1,5664,4248,1091,81,4852,3447,크림파스타
04_042_04012008_160994168719348_1,960,960,159,199,692,601,시레기된장국
08_084_08014001_160279435726172,2560,1440,640,148,1977,996,떡볶이
01_012_01012001_160493074284847_1,3024,3024,445,498,2591,2413,잡곡밥
04_042_04012008_160925293320536_1,3024,4032,706,2022,2405,3130,시레기된장국
10_102_10012002_160724874922542_0,3024,4032,516,505,2576,3090,치킨
10_102_10012003_160437612317213_1,1788,1412,258,50,1116,526,돈까스
06_062_06012004_160810256196447_0,1909,1908,638,471,1278,1460,떡갈비
09_091_09011002_161105230566718_1,3024,4032,525,1062,2553,1932,갈치조림
10_102_10012003_160517538742678_0,960,877,225,163,788,439,돈까스
01_012_01012001_160448957923174_1,4032,3024,1156,468,3071,2544,잡곡밥
01_012_01012001_160540968267383_1,3024,3024,463,848,2416,2226,잡곡밥
04_042_04012008_160524267931121_1,810,1440,55,472,717,922,시레기된장국
02_021_02011034_160847284075769_0,2614,3129,711,425,2072,2472,크림파스타
09_091_09011002_161165275790603_1,3024,3024,381,424,2360,1600,갈치조림
01_014_01014005_161079474373930_0,2616,5664,325,1818,2343,3804,비빔밥
01_012_01012001_160454315394502_1,3024,4032,431,612,2593,2140,잡곡밥
10_102_10012002_160665912937214_0,4032,3024,757,315,2912,2587,치킨
01_014_01014001_160533206984059_1,4128,3096,153,278,3800,2839,김치볶음밥
01_014_01014001_160336323054514_1,3000,4000,269,1182,2796,3134,김치볶음밥
08_084_08014001_160516824355142_0,3024,3024,441,513,2628,2661,떡볶이
06_062_06012004_160345872780209_0,3024,4032,694,533,2280,3065,떡갈비
01_014_01014001_160412548570559_0,849,871,37,49,824,803,김치볶음밥
08_084_08014001_160644706672647_1,4624,3468,747,931,3985,2449,떡볶이
10_102_10012002_160640183798315_1,4032,3024,1073,391,3015,1545,치킨
01_014_01014005_161072657435047_0,2560,1440,727,195,1742,1196,비빔밥
10_102_10012003_160446291923016_1,3456,4608,68,949,3362,3230,돈까스
01_014_01014001_160750791690438_0,2268,4032,165,505,2036,3251,김치볶음밥
10_102_10012003_160756829542982_0,4032,3024,512,136,3026,2862,돈까스
10_102_10012002_160617728039024_1,3024,4032,314,942,2670,2497,치킨
01_012_01012001_160456926853159_0,2160,2160,105,526,1937,1684,잡곡밥
10_102_10012003_160702804885256_1,3024,2446,0,68,1945,1200,돈까스
02_021_02011034_160881006883743_1,4032,3024,1019,476,3146,2370,크림파스타
08_084_08014001_160542992688502_0,2160,2880,346,800,1639,2097,떡볶이
02_021_02011027_161118756566985_1,2221,1699,360,369,1915,1324,짜장면
04_042_04012008_160877919035858_1,3000,3333,271,843,2618,2536,시레기된장국
02_021_02011034_160717592042346_0,3024,3024,536,645,2472,2480,크림파스타
10_102_10012002_160630011936856_0,3024,4032,0,1045,2863,3428,치킨
04_042_04012008_160993129694294_0,3024,3024,482,459,2517,2499,시레기된장국
04_042_04012008_160560514752769_1,2880,2160,461,606,2373,1966,시레기된장국
02_021_02011034_160847220221139_0,2607,3069,354,715,2040,2539,크림파스타
02_021_02011034_160515551565286_1,4032,3024,67,278,4032,3024,크림파스타
01_012_01012001_160395235866500_0,3024,4032,592,1260,2526,3250,잡곡밥
02_021_02011034_160879822274195_0,3024,3024,781,669,2492,2314,크림파스타
01_014_01014005_161058714169444_0,4032,1908,1222,415,2555,1526,비빔밥
06_062_06012004_160872025641723_1,3024,4032,464,902,2486,2389,떡갈비
02_021_02011034_160725193737107_0,4032,3024,811,441,3288,2466,크림파스타
10_102_10012002_160569739279396_1,960,1280,79,189,839,990,치킨
08_084_08014001_160360262235171_1,2162,1398,231,137,1925,1094,떡볶이
02_021_02011027_160843357351647_0,3186,3000,575,300,2805,2512,짜장면
02_021_02011027_160370161186771_0,3024,4032,89,553,2816,3415,짜장면
10_102_10012002_160639645448590_1,4032,3024,1056,128,2914,2053,치킨
04_042_04012008_160981917817784_0,4032,2657,755,598,3389,2156,시레기된장국
01_011_01011001_160415383942355_0,3024,4032,339,846,2771,3207,쌀밥
02_021_02011034_160870933129017_1,3024,3024,499,907,2221,2325,크림파스타
01_014_01014001_160594428311555_1,4032,3024,912,736,3280,2277,김치볶음밥
01_014_01014001_160561204199489_0,4248,5664,818,1923,3096,4316,김치볶음밥
02_021_02011027_160665597643699_0,1869,1914,257,240,1599,1713,짜장면
01_012_01012001_160571096645107_1,4608,3456,967,635,3835,2284,잡곡밥
